No,業種区分,施設名称,施設所在地,施設所在地,施設ビル名,施設TEL,開設者名,代表者肩書,代表者名,確認番号,確認年月日,前月新確認施設(確認年月日)
750,取次所,ホワイト急便　中の島店,北海道札幌市豊平区中の島１条１丁目２－７,札幌市豊平区中の島１条１丁目２－７,,011-841-3066,株式会社アルト,代表取締役,小林信彦,札保環確認（ク）第35号,2007-10-19,
751,取次所,中の島中央店,北海道札幌市豊平区中の島１条２丁目１－１０,札幌市豊平区中の島１条２丁目１－１０,,011-811-3637,株式会社エンパイアー,代表取締役,山下譲,札保豊確認（ク）第8号,2002-02-19,
752,取次所,クリーンスター中の島店,北海道札幌市豊平区中の島１条６丁目７－１２,札幌市豊平区中の島１条６丁目７－１２,,011-813-4874,株式会社クリーンスター,代表取締役,小島隆義,札保環確認（ク）第32号,2013-12-04,
753,クリーニング工場,岩田クリーニング,北海道札幌市豊平区中の島１条７丁目７番２８号,札幌市豊平区中の島１条７丁目７番２８号,,011-831-9569,有限会社岩田クリーニング,代表取締役,野坂聖子,札保環確認（ク）第45号,2010-03-30,
754,取次所,白洗舎クリーニング　中の島店,北海道札幌市豊平区中の島２条２丁目１－１,札幌市豊平区中の島２条２丁目１－１,中の島ステーションビル１Ｆ,011-813-4060,井元白洗舎クリーニング株式会社,代表取締役,井元英明,札保環確認（ク）第8号,2013-06-17,
755,取次所,クリーンパートナーチャオ中の島店,北海道札幌市豊平区中の島２条２丁目６－２１,札幌市豊平区中の島２条２丁目６－２１,イエロー５ビル１Ｆ,011-815-8666,丸賞木下洗業株式会社,代表取締役,菅原信明,札保環確認（ク）第2号,2016-04-20,
756,取次所,ホワイト急便美園１条７丁目,北海道札幌市豊平区美園１条７丁目１－２５,札幌市豊平区美園１条７丁目１－２５,,011-823-0659,天白勝男,,,札保環確認（ク）第49号,2006-02-28,
757,取次所,ラルズマート美園店,北海道札幌市豊平区美園２条１丁目２－１,札幌市豊平区美園２条１丁目２－１,ラルズマート美園店,011-832-3500,株式会社エンパイアー,代表取締役,山下譲,札保環確認（ク）第22号,2003-08-07,
758,クリーニング工場,有限会社クリーニングさわだ,北海道札幌市豊平区美園２条４丁目４－１,札幌市豊平区美園２条４丁目４－１,ハイツアカシヤ１Ｆ,011-812-2621,有限会社クリーニングさわだ,代表取締役,澤田雅安,札豊保衛確認（ク）第15号,1995-08-31,
759,取次所,コンサルト 福井グループ(有),北海道札幌市豊平区美園４条７丁目１－２３,札幌市豊平区美園４条７丁目１－２３,,011-824-8225,コンサルト福井グループ有限会社,代表取締役,福井勝,札保環確認（ク）第6号,2006-04-17,
760,取次所,ホワイト急便　美園店,北海道札幌市豊平区美園５条７丁目１－２４,札幌市豊平区美園５条７丁目１－２４,,,株式会社アルト,代表取締役,小林信彦,札保環確認（ク）第12号,2007-05-25,
761,取次所,コープさっぽろ　美園生協,北海道札幌市豊平区美園６条７丁目,札幌市豊平区美園６条７丁目,コープさっぽろ　美園生協,011-821-2015,株式会社三ツ葉市沢クリーニング本店,代表取締役,千葉幸雄,札保環確認（ク）第21号,2003-07-31,
762,クリーニング工場,まるみクリーニング,北海道札幌市豊平区美園７条６丁目２－１７,札幌市豊平区美園７条６丁目２－１７,マルミビル,011-822-7426,徳島考幸,,,札保豊確認（ク）第2号,2001-05-28,
763,取次所,株式会社　光生舎東センター,北海道札幌市豊平区美園１０条７丁目,札幌市豊平区美園１０条７丁目,,011-821-0371,株式会社光生舎札幌支店,支店長,鈴木淳,札豊保衛確認（ク）第8号,1992-08-04,
764,取次所,エンパイアー西友福住店,北海道札幌市豊平区福住１条３丁目１０,札幌市豊平区福住１条３丁目１０,西友福住店,011-855-3718,株式会社エンパイアー,代表取締役,山下譲,札保豊確認（ク）第7号,2000-11-24,
765,取次所,Ｋ＆Ｋビデオハウス,北海道札幌市豊平区福住１条５丁目１－８,札幌市豊平区福住１条５丁目１－８,山田ビル,011-855-7064,株式会社ユニー電器,代表取締役,河西敏雄,札豊保衛確認（ク）第13号,1994-06-23,
766,取次所,ホワイト急便　福住１条５丁目店,北海道札幌市豊平区福住１条５丁目８－６,札幌市豊平区福住１条５丁目８－６,,011-853-3321,櫻木絹代,,,札保環確認（ク）第8号,2009-05-19,
767,取次所,ホワイト急便サッポロ福住２条１丁目店,北海道札幌市豊平区福住２条１丁目１－２０,札幌市豊平区福住２条１丁目１－２０,,011-853-8778,川口郁美,,,札保環確認（ク）第15号,2018-09-13,
768,取次所,大五ドライクリーニング　イトーヨーカドー福住店,北海道札幌市豊平区福住２条１丁目２－１５,札幌市豊平区福住２条１丁目２－１５,イトーヨーカドー福住店Ｂ１Ｆ,011-857-8170,株式会社大五ドライクリーニング,代表取締役,後藤文雄,札保環確認（ク）第13号,2015-11-19,
769,取次所,エンパイアー　福住店,北海道札幌市豊平区福住２条４丁目５,札幌市豊平区福住２条４丁目５,AUショップ内,011-857-0571,株式会社エンパイアー,代表取締役,山下譲,札保環確認（ク）第19号,2011-12-08,
770,取次所,白洗舎　クリーニング　平岸１条店,北海道札幌市豊平区平岸１条２丁目７－３３,札幌市豊平区平岸１条２丁目７－３３,,011-816-3053,大谷哲義,,,札豊保衛豊確認（ク）第24号,1997-02-24,
771,取次所,コンビニエンスストア　パルム　木の花店,北海道札幌市豊平区平岸１条５丁目２－２３,札幌市豊平区平岸１条５丁目２－２３,,011-812-5911,有限会社デリーズシオタ,代表取締役,塩田幾男,札保豊確認（ク）第1号,2001-05-09,
772,取次所,札幌東急ストア幌南病院売店,北海道札幌市豊平区平岸１条６丁目,札幌市豊平区平岸１条６丁目,,011-815-3316,株式会社定鉄商事,取締役社長,國板良吉,札豊保衛確認（ク）第23号,1991-01-18,
773,取次所,クリーニング・アロー,北海道札幌市豊平区平岸１条９丁目６－１６,札幌市豊平区平岸１条９丁目６－１６,,011-816-3702,平田敏子,,,札保豊確認（ク）第13号,1997-08-27,
774,取次所,ダスキン平岸支店,北海道札幌市豊平区平岸１条９丁目６－２０,札幌市豊平区平岸１条９丁目６－２０,,011-823-4444,株式会社ダスキンサーヴ北海道,代表取締役,榮田典正,札保環確認（ク）第97号,2003-03-31,
775,取次所,エンパイアービッグハウス平岸店,北海道札幌市豊平区平岸１条２２丁目２－１５,札幌市豊平区平岸１条２２丁目２－１５,ビッグハウス１階,011-841-7790,株式会社エンパイアー,代表取締役,山下譲,札保環確認（ク）第58号,2002-10-01,
776,取次所,ドイツクリーニング店６４,北海道札幌市豊平区平岸２条１丁目１－１,札幌市豊平区平岸２条１丁目１－１,不二ストアー内,011-811-4333,熊谷勝子,,,札豊保衛確認（ク）第19号,1977-09-14,
777,取次所,ビッグエクスプレス平岸店,北海道札幌市豊平区平岸２条２丁目３－２８,札幌市豊平区平岸２条２丁目３－２８,,011-823-2320,社会福祉法人北海道リハビリー,理事長,石崎岳,札保環確認（ク）第15号,2008-06-27,
778,取次所,有限会社協栄クリーニング札幌平岸営業所,北海道札幌市豊平区平岸２条７丁目１－７,札幌市豊平区平岸２条７丁目１－７,,011-823-4537,有限会社協栄クリーニング札幌,取締役社長,渡邊栄逸,札豊保衛確認（ク）第5号,1976-04-01,
779,取次所,クリーンライフなかむら,北海道札幌市豊平区平岸２条７丁目４－３５,札幌市豊平区平岸２条７丁目４－３５,東急ストア内,011-812-1620,中村広和,,,札豊保衛確認（ク）第21号,1990-12-25,
780,取次所,クリーニングエース東光ターミナル店,北海道札幌市豊平区平岸２条７丁目４－３５,札幌市豊平区平岸２条７丁目４－３５,東光ストア平岸ターミナル店２Ｆ,011-598-1720,株式会社エースランドリー,代表取締役,小林岳人,札保環確認（ク）第7号,2018-06-08,
781,取次所,エンパイアー西友平岸店,北海道札幌市豊平区平岸２条１０丁目３１番地,札幌市豊平区平岸２条１０丁目３１番地,西友平岸店内,011-821-3251,株式会社エンパイアー,代表取締役,山下譲,札豊保衛確認（ク）第10号,1981-10-28,
782,取次所,ホワイト急便平岸２条１３丁目店,北海道札幌市豊平区平岸２条１３丁目２－２０,札幌市豊平区平岸２条１３丁目２－２０,,011-822-1116,草嶋弘子,,,札保環確認（ク）第3号,2008-04-25,
783,取次所,リサイクルショップツヅキ店,北海道札幌市豊平区平岸３条３丁目１－２４,札幌市豊平区平岸３条３丁目１－２４,,011-811-8910,続木博子,,,札豊保衛確認（ク）第8号,1994-05-20,
784,取次所,エンパイアー　平岸３条店,北海道札幌市豊平区平岸３条７丁目１－２７,札幌市豊平区平岸３条７丁目１－２７,,011-831-0079,那須義文,,,札豊保衛豊確認（ク）第15号,1996-12-11,
785,クリーニング工場,サラットクリーニング,北海道札幌市豊平区平岸３条７丁目１３－２,札幌市豊平区平岸３条７丁目１３－２,,011-822-6466,佐藤徳司,,,札保豊確認（ク）第2号,1999-04-15,
786,取次所,白洗舎クリーニング　平岸パーク店,北海道札幌市豊平区平岸３条８丁目,札幌市豊平区平岸３条８丁目,平岸パークマンション１Ｆ,011-814-4729,井元白洗舎クリーニング株式会社,代表取締役,井元英明,札保環確認（ク）第14号,2016-10-27,
787,取次所,クリーニングピュア　平岸ファースト店,北海道札幌市豊平区平岸３条８丁目３－１,札幌市豊平区平岸３条８丁目３－１,平岸ファースト１Ｆ,011-822-0005,株式会社光生舎,代表取締役,高江智和理,札保環確認（ク）第8号,2004-06-04,
788,取次所,株式会社　サニクリーン北海道ＵＲ事業部,北海道札幌市豊平区平岸３条９丁目１５番２４号,札幌市豊平区平岸３条９丁目１５番２４号,,011-820-2727,株式会社サニクリーン北海道,代表取締役,森修,札保環確認（ク）第24号,2008-08-27,
789,クリーニング工場,クリーニングの白鳥,北海道札幌市豊平区平岸３条９丁目９－２０,札幌市豊平区平岸３条９丁目９－２０,,011-824-1205,三上秀彦,,,札豊保衛確認（ク）第4号,1990-05-10,
790,取次所,株式会社セト・ランドリー平岸南営業所,北海道札幌市豊平区平岸３条１２丁目１－２７,札幌市豊平区平岸３条１２丁目１－２７,,011-832-3891,株式会社セトランドリー,代表取締役,瀬戸武,札豊保衛確認（ク）第21号,1986-11-18,
791,取次所,株式会社井元白洗舎クリーニング平岸営業所,北海道札幌市豊平区平岸３条１３丁目１－２２,札幌市豊平区平岸３条１３丁目１－２２,,011-831-5272,白洗舎クリーニング株式会社,取締役社長,井元春男,札豊保衛確認（ク）第12号,1976-07-05,
792,取次所,札幌白洋舎株式会社　マックスバリュ平岸サービス店,北海道札幌市豊平区平岸３条１３丁目５０,札幌市豊平区平岸３条１３丁目５０,マックスバリュ平岸店　１Ｆ,011-812-6566,札幌白洋舎株式会社,代表取締役,黒澤浩信,札保豊確認（ク）第9号,2002-03-28,
793,取次所,クリーンスター南平岸駅前店,北海道札幌市豊平区平岸３条１３丁目５－１５,札幌市豊平区平岸３条１３丁目５－１５,第２三雄ビル　１F,011-815-4874,株式会社クリーンスター,代表取締役,小島隆義,札保環確認（ク）第6号,2011-07-22,
794,取次所,白洗舎クリーニング　ドリームフォト店,北海道札幌市豊平区平岸３条１８丁目３－１,札幌市豊平区平岸３条１８丁目３－１,モンテベルデ澄川１２６,011-842-5000,橋本晴弘,,,札保豊確認（ク）第12号,2001-03-09,
